,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,Model_Target,CARRIER_SIZE,CARRIER_EFFICIENCY,distance,region_delivery,region_collection,parish_delivery,parish_collection
301,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-10-17 13:56:00+00:00,2023-10-18 08:25:00+00:00,0,MEDIUM,BAD,265.36918093819975,South West,North West,Amesbury,"Rochdale, unparished area"
302,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,FK3 8UZ,53.293393,-1.074008,56.013818,-3.740373,2023-10-17 14:59:00+00:00,2023-10-18 14:00:00+00:00,1,VERY SMALL,BAD,347.7910868870393,,East Midlands,,
303,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-10-18 16:59:00+00:00,2023-10-19 13:25:00+00:00,1,MEDIUM,BAD,215.9387529379306,,East Midlands,,
304,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SG18 9BJ,53.293393,-1.074008,52.099889,-0.281226,2023-10-19 05:59:00+00:00,2023-10-19 11:25:00+00:00,0,SMALL,GOOD,143.1037277309611,East of England,East Midlands,Northill,
305,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SG18 9BJ,53.293393,-1.074008,52.099889,-0.281226,2023-10-20 05:59:00+00:00,2023-10-20 11:25:00+00:00,0,MEDIUM,BAD,143.1037277309611,East of England,East Midlands,Northill,
306,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-10-20 23:59:00+00:00,2023-10-20 20:00:00+00:00,1,SMALL,BAD,215.9387529379306,,East Midlands,,
307,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,CF31 3PH,53.293393,-1.074008,51.490776,-3.550666,2023-10-19 16:59:00+00:00,2023-10-20 11:25:00+00:00,1,SMALL,BAD,261.6235738380218,,East Midlands,Coychurch Lower,
308,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-20 07:38:18+00:00,2023-10-20 10:55:00+00:00,0,SMALL,BAD,135.89490831785923,South East,East Midlands,Banbury,
309,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,LE17 4XN,53.293393,-1.074008,52.462306,-1.246071,2023-10-20 16:00:00+00:00,2023-10-20 18:15:00+00:00,1,VERY SMALL,BAD,93.16039719590334,East Midlands,East Midlands,Bitteswell with Bittesby,
310,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA1 5PR,53.293393,-1.074008,51.455418,0.242926,2023-10-23 06:59:00+00:00,2023-10-23 13:25:00+00:00,0,SMALL,OKAY,223.1314228505627,South East,East Midlands,,
311,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2023-10-23 06:30:00+00:00,2023-10-23 10:25:00+00:00,0,SMALL,GOOD,185.0095375386396,East of England,East Midlands,"Broxbourne, unparished area",
312,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-10-20 16:59:00+00:00,2023-10-21 01:25:00+00:00,0,VERY SMALL,GOOD,208.52787112839258,South East,East Midlands,"Reading, unparished area",
313,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,LU5 4RZ,53.293393,-1.074008,51.895243,-0.518813,2023-10-22 16:59:00+00:00,2023-10-23 06:25:00+00:00,1,MEDIUM,BAD,159.97501805482187,East of England,East Midlands,Dunstable,
314,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,CM19 5BD,53.293393,-1.074008,51.762509,0.053285,2023-10-23 10:59:00+00:00,2023-10-23 17:40:00+00:00,1,VERY SMALL,OKAY,186.5801850572397,,East Midlands,,
315,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,UB6 0AA,53.293393,-1.074008,51.542359,-0.344091,2023-10-22 11:59:00+00:00,2023-10-23 11:25:00+00:00,0,MEDIUM,BAD,200.96018972152842,London,East Midlands,"Ealing, unparished area",
316,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN9 3BZ,53.293393,-1.074008,51.679126,-0.001579,2023-10-24 05:59:00+00:00,2023-10-24 12:25:00+00:00,0,SMALL,GOOD,193.68567793535772,East of England,East Midlands,Waltham Abbey,
317,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-10-23 13:00:00+00:00,2023-10-24 06:25:00+00:00,0,MEDIUM,BAD,208.52787112839258,South East,East Midlands,"Reading, unparished area",
318,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,IP33 2JG,53.293393,-1.074008,52.236599,0.717008,2023-10-23 14:59:00+00:00,2023-10-24 08:25:00+00:00,1,MEDIUM,BAD,168.3577163203771,East of England,East Midlands,,
319,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-23 16:59:00+00:00,2023-10-24 08:55:00+00:00,1,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
320,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2023-10-24 15:59:00+00:00,2023-10-25 08:05:00+00:00,1,SMALL,BAD,271.0459124145128,South West,East Midlands,Bridgwater Without,
321,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX14 4TE,53.293393,-1.074008,51.623911,-1.28,2023-10-24 17:59:00+00:00,2023-10-25 16:00:00+00:00,1,MEDIUM,BAD,186.220071955364,South East,East Midlands,Sutton Courtenay,
322,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT41 4NN,53.293393,-1.074008,54.732479,-6.238003,2023-10-25 04:59:00+00:00,2023-10-27 10:25:00+00:00,0,VERY SMALL,GOOD,373.4257821257437,,East Midlands,,
323,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,KY11 8XT,53.293393,-1.074008,56.063851,-3.39072,2023-10-26 12:59:00+00:00,2023-10-26 20:25:00+00:00,0,VERY SMALL,BAD,342.23600868876946,,East Midlands,,
324,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,LE9 2BJ,53.547321,-2.202131,52.636678,-1.269836,2023-10-25 04:26:00+00:00,2023-10-25 09:10:00+00:00,0,SMALL,OKAY,118.90059158850886,East Midlands,North West,Desford,"Rochdale, unparished area"
325,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-26 03:59:00+00:00,2023-10-26 08:55:00+00:00,0,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
326,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-10-27 09:29:00+00:00,2023-10-27 14:55:00+00:00,0,SMALL,BAD,139.45694344614316,East of England,East Midlands,Elstow,
327,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,B77 5BP,53.293393,-1.074008,52.608378,-1.665363,2023-10-27 11:08:17+00:00,2023-10-27 13:25:00+00:00,0,SMALL,BAD,85.88345342235499,West Midlands,East Midlands,"Tamworth, unparished area",
328,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,B77 5BP,53.293393,-1.074008,52.608378,-1.665363,2023-10-27 08:08:17+00:00,2023-10-27 10:25:00+00:00,0,SMALL,BAD,85.88345342235499,West Midlands,East Midlands,"Tamworth, unparished area",
329,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,B77 5BP,53.293393,-1.074008,52.608378,-1.665363,2023-10-27 15:59:00+00:00,2023-10-27 19:25:00+00:00,0,SMALL,OKAY,85.88345342235499,West Midlands,East Midlands,"Tamworth, unparished area",
330,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN4 9BB,53.293393,-1.074008,52.215154,-0.947502,2023-10-27 02:00:00+00:00,2023-10-27 08:45:00+00:00,0,SMALL,GOOD,120.23428385277865,East Midlands,East Midlands,Hunsbury Meadows,
331,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SG18 9BJ,53.293393,-1.074008,52.099889,-0.281226,2023-10-27 03:00:00+00:00,2023-10-27 10:25:00+00:00,0,MEDIUM,BAD,143.1037277309611,East of England,East Midlands,Northill,
332,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2023-10-26 20:59:00+00:00,2023-10-27 03:25:00+00:00,1,SMALL,OKAY,185.0095375386396,East of England,East Midlands,"Broxbourne, unparished area",
333,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EH54 8QX,53.293393,-1.074008,55.896335,-3.53565,2023-10-27 16:59:00+00:00,2023-10-28 12:00:00+00:00,0,VERY SMALL,GOOD,330.0849475050954,,East Midlands,,
334,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-29 15:59:00+00:00,2023-10-30 08:55:00+00:00,1,SMALL,GOOD,135.89490831785923,South East,East Midlands,Banbury,
335,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-10-30 13:59:00+00:00,2023-10-31 07:25:00+00:00,1,SMALL,BAD,240.0940560433558,South West,East Midlands,Amesbury,
336,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT36 7LQ,53.293393,-1.074008,54.664518,-5.932184,2023-10-31 06:59:00+00:00,2023-11-02 08:55:00+00:00,0,VERY SMALL,GOOD,352.38407011833567,,East Midlands,,
337,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-01 05:59:00+00:00,2023-11-01 10:55:00+00:00,0,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
338,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-31 17:59:00+00:00,2023-11-01 08:55:00+00:00,0,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
339,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,GL3 4AQ,53.293393,-1.074008,51.841444,-2.171011,2023-10-31 16:59:00+00:00,2023-11-01 11:55:00+00:00,1,SMALL,BAD,177.71063162321934,South West,East Midlands,Brockworth,
340,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-10-31 14:59:00+00:00,2023-11-01 11:25:00+00:00,0,MEDIUM,BAD,208.52787112839258,South East,East Midlands,"Reading, unparished area",
341,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-31 14:59:00+00:00,2023-11-01 09:25:00+00:00,0,SMALL,GOOD,135.89490831785923,South East,East Midlands,Banbury,
342,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-10-31 13:59:00+00:00,2023-11-03 13:00:00+00:00,0,SMALL,BAD,215.9387529379306,,East Midlands,,
343,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN15 5YT,53.293393,-1.074008,52.370504,-0.684925,2023-11-01 07:59:00+00:00,2023-11-01 12:05:00+00:00,1,SMALL,BAD,105.9298616959816,East Midlands,East Midlands,Burton Latimer,
344,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-11-01 13:59:00+00:00,2023-11-02 05:25:00+00:00,1,SMALL,BAD,208.52787112839258,South East,East Midlands,"Reading, unparished area",
345,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2023-11-01 13:59:00+00:00,2023-11-02 06:25:00+00:00,1,SMALL,BAD,271.0459124145128,South West,East Midlands,Bridgwater Without,
346,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-11-02 03:43:33+00:00,2023-11-02 08:25:00+00:00,0,SMALL,BAD,208.52787112839258,South East,East Midlands,"Reading, unparished area",
347,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2023-11-01 18:59:00+00:00,2023-11-02 12:25:00+00:00,1,MEDIUM,BAD,185.0095375386396,East of England,East Midlands,"Broxbourne, unparished area",
348,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-11-03 08:00:00+00:00,2023-11-03 16:00:00+00:00,1,VERY SMALL,OKAY,208.52787112839258,South East,East Midlands,"Reading, unparished area",
349,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,FK3 8UZ,53.293393,-1.074008,56.013818,-3.740373,2023-11-02 13:59:00+00:00,2023-11-03 11:25:00+00:00,1,VERY SMALL,BAD,347.7910868870393,,East Midlands,,
350,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-02 15:59:00+00:00,2023-11-03 10:55:00+00:00,1,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
351,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,N18 3BB,53.293393,-1.074008,51.614473,-0.042472,2023-11-02 17:59:00+00:00,2023-11-03 10:25:00+00:00,0,MEDIUM,BAD,199.40110065426552,London,East Midlands,"Enfield, unparished area",
352,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-03 03:59:00+00:00,2023-11-03 08:55:00+00:00,0,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
353,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-04 07:59:00+00:00,2023-11-04 15:25:00+00:00,1,MEDIUM,BAD,240.0940560433558,South West,East Midlands,Amesbury,
354,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-04 03:00:00+00:00,2023-11-05 08:25:00+00:00,0,VERY SMALL,OKAY,265.36918093819975,South West,North West,Amesbury,"Rochdale, unparished area"
355,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-04 03:00:00+00:00,2023-11-05 06:25:00+00:00,1,VERY SMALL,OKAY,265.36918093819975,South West,North West,Amesbury,"Rochdale, unparished area"
356,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA1 5XU,53.293393,-1.074008,51.465326,0.244394,2023-11-03 14:59:00+00:00,2023-11-03 23:25:00+00:00,0,MEDIUM,BAD,222.15830939788384,South East,East Midlands,,
357,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SN3 4DB,53.293393,-1.074008,51.579105,-1.718746,2023-11-03 17:59:00+00:00,2023-11-04 13:25:00+00:00,1,SMALL,BAD,195.6257014684077,South West,East Midlands,South Marston,
358,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293393,-1.074008,51.480755,0.261461,2023-11-04 05:59:00+00:00,2023-11-04 13:00:00+00:00,0,SMALL,BAD,221.0548211065016,East of England,East Midlands,"Thurrock, unparished area",
359,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,UB6 0AA,53.293393,-1.074008,51.542359,-0.344091,2023-11-06 13:59:00+00:00,2023-11-06 21:25:00+00:00,1,MEDIUM,BAD,200.96018972152842,London,East Midlands,"Ealing, unparished area",
360,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-06 05:59:00+00:00,2023-11-06 10:55:00+00:00,1,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
361,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-06 13:59:00+00:00,2023-11-06 20:25:00+00:00,1,SMALL,BAD,240.0940560433558,South West,East Midlands,Amesbury,
362,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA8 1DE,53.293393,-1.074008,51.493182,0.167098,2023-11-05 14:59:00+00:00,2023-11-06 07:25:00+00:00,1,MEDIUM,BAD,217.22788094602856,London,East Midlands,"Bexley, unparished area",
363,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-07 17:54:00+00:00,2023-11-07 17:15:00+00:00,0,VERY SMALL,BAD,240.0940560433558,South West,East Midlands,Amesbury,
364,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EH54 8QX,53.293393,-1.074008,55.896335,-3.53565,2023-11-06 12:59:00+00:00,2023-11-07 07:00:00+00:00,1,VERY SMALL,BAD,330.0849475050954,,East Midlands,,
365,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,IP1 5NX,53.293393,-1.074008,52.082025,1.114378,2023-11-06 07:00:00+00:00,2023-11-06 12:30:00+00:00,1,VERY SMALL,BAD,199.79620332047247,East of England,East Midlands,"Ipswich, unparished area",
366,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2023-11-06 15:29:00+00:00,2023-11-07 09:45:00+00:00,1,SMALL,BAD,271.0459124145128,South West,East Midlands,Bridgwater Without,
367,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT36 7LQ,53.293393,-1.074008,54.664518,-5.932184,2023-11-07 04:59:00+00:00,2023-11-09 09:55:00+00:00,0,VERY SMALL,GOOD,352.38407011833567,,East Midlands,,
368,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293393,-1.074008,51.480755,0.261461,2023-11-06 05:59:00+00:00,2023-11-06 11:55:00+00:00,1,SMALL,BAD,221.0548211065016,East of England,East Midlands,"Thurrock, unparished area",
369,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-08 11:57:00+00:00,2023-11-08 19:25:00+00:00,1,VERY SMALL,BAD,265.36918093819975,South West,North West,Amesbury,"Rochdale, unparished area"
370,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EH54 8QX,53.293393,-1.074008,55.896335,-3.53565,2023-11-07 12:59:00+00:00,2023-11-08 07:15:00+00:00,1,SMALL,BAD,330.0849475050954,,East Midlands,,
371,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-11-07 16:00:00+00:00,2023-11-08 15:25:00+00:00,0,SMALL,BAD,215.9387529379306,,East Midlands,,
372,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,ML4 3QD,53.293393,-1.074008,55.82813,-4.041567,2023-11-08 13:59:00+00:00,2023-11-09 07:25:00+00:00,1,VERY SMALL,BAD,340.69649729291825,,East Midlands,,
373,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2023-11-08 14:59:00+00:00,2023-11-09 10:45:00+00:00,1,SMALL,BAD,271.0459124145128,South West,East Midlands,Bridgwater Without,
374,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-09 05:59:00+00:00,2023-11-09 10:55:00+00:00,1,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
375,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-11-09 13:00:00+00:00,2023-11-09 19:00:00+00:00,1,SMALL,BAD,139.45694344614316,East of England,East Midlands,Elstow,
376,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2023-11-09 09:59:00+00:00,2023-11-09 15:25:00+00:00,1,MEDIUM,BAD,185.0095375386396,East of England,East Midlands,"Broxbourne, unparished area",
377,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA1 5XU,53.293393,-1.074008,51.465326,0.244394,2023-11-08 14:29:00+00:00,2023-11-09 05:25:00+00:00,0,MEDIUM,BAD,222.15830939788384,South East,East Midlands,,
378,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN4 9BD,53.293393,-1.074008,52.213068,-0.946829,2023-11-09 08:29:00+00:00,2023-11-09 11:05:00+00:00,1,SMALL,BAD,120.46895294157721,East Midlands,East Midlands,Hunsbury Meadows,
379,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX14 1RL,53.293393,-1.074008,51.674485,-1.304226,2023-11-08 15:59:00+00:00,2023-11-09 07:25:00+00:00,1,MEDIUM,BAD,180.74457396251086,South East,East Midlands,Abingdon on Thames,
380,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX14 4TE,53.293393,-1.074008,51.623911,-1.28,2023-11-09 13:59:00+00:00,2023-11-09 19:25:00+00:00,0,VERY SMALL,GOOD,186.220071955364,South East,East Midlands,Sutton Courtenay,
381,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-11-10 07:59:00+00:00,2023-11-10 15:25:00+00:00,0,VERY SMALL,OKAY,215.9387529379306,,East Midlands,,
382,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-11-11 10:59:00+00:00,2023-11-11 16:25:00+00:00,0,SMALL,BAD,139.45694344614316,East of England,East Midlands,Elstow,
383,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,UB6 0AA,53.293393,-1.074008,51.542359,-0.344091,2023-11-12 13:59:00+00:00,2023-11-13 11:25:00+00:00,1,MEDIUM,BAD,200.96018972152842,London,East Midlands,"Ealing, unparished area",
384,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-12 15:00:00+00:00,2023-11-13 09:25:00+00:00,1,SMALL,BAD,240.0940560433558,South West,East Midlands,Amesbury,
385,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN4 9BX,53.293393,-1.074008,52.219327,-0.954725,2023-11-11 11:59:00+00:00,2023-11-11 17:25:00+00:00,0,SMALL,BAD,119.73767967675245,East Midlands,East Midlands,Upton,
386,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN17 5ZB,53.293393,-1.074008,52.495677,-0.672211,2023-11-13 09:59:00+00:00,2023-11-13 13:55:00+00:00,1,SMALL,BAD,92.73536086084384,East Midlands,East Midlands,,
387,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA2 6QL,53.293393,-1.074008,51.453485,0.256436,2023-11-13 16:59:00+00:00,2023-11-14 10:25:00+00:00,1,MEDIUM,BAD,223.69793667369171,South East,East Midlands,Stone,
388,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EH54 8QX,53.293393,-1.074008,55.896335,-3.53565,2023-11-13 12:59:00+00:00,2023-11-14 05:00:00+00:00,1,SMALL,BAD,330.0849475050954,,East Midlands,,
389,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA1 5XU,53.293393,-1.074008,51.465326,0.244394,2023-11-13 14:59:00+00:00,2023-11-14 05:25:00+00:00,0,MEDIUM,BAD,222.15830939788384,South East,East Midlands,,
390,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MK42 6EY,53.293393,-1.074008,52.093182,-0.475758,2023-11-15 08:00:00+00:00,2023-11-15 14:55:00+00:00,0,SMALL,BAD,139.45694344614316,East of England,East Midlands,Elstow,
391,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT36 7LQ,53.293393,-1.074008,54.664518,-5.932184,2023-11-14 06:59:00+00:00,2023-11-16 10:55:00+00:00,0,VERY SMALL,GOOD,352.38407011833567,,East Midlands,,
392,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT41 4NN,53.293393,-1.074008,54.732479,-6.238003,2023-11-15 06:59:00+00:00,2023-11-17 18:25:00+00:00,0,VERY SMALL,GOOD,373.4257821257437,,East Midlands,,
393,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG21 6XW,53.293393,-1.074008,51.269755,-1.107244,2023-11-17 09:59:00+00:00,2023-11-17 16:25:00+00:00,0,SMALL,BAD,225.10027222580416,South East,East Midlands,"Basingstoke and Deane, unparished area",
394,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-17 14:45:00+00:00,2023-11-18 06:25:00+00:00,1,SMALL,OKAY,265.36918093819975,South West,North West,Amesbury,"Rochdale, unparished area"
395,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-16 19:29:00+00:00,2023-11-17 08:25:00+00:00,0,MEDIUM,BAD,135.89490831785923,South East,East Midlands,Banbury,
396,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX14 4TE,53.293393,-1.074008,51.623911,-1.28,2023-11-17 14:59:00+00:00,2023-11-17 17:25:00+00:00,1,MEDIUM,BAD,186.220071955364,South East,East Midlands,Sutton Courtenay,
397,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,B77 5BP,53.293393,-1.074008,52.608378,-1.665363,2023-11-17 06:59:00+00:00,2023-11-17 11:25:00+00:00,0,SMALL,GOOD,85.88345342235499,West Midlands,East Midlands,"Tamworth, unparished area",
398,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-18 07:59:00+00:00,2023-11-18 15:25:00+00:00,0,SMALL,BAD,240.0940560433558,South West,East Midlands,Amesbury,
399,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,DA1 5XU,53.293393,-1.074008,51.465326,0.244394,2023-11-19 09:59:00+00:00,2023-11-20 04:55:00+00:00,0,MEDIUM,BAD,222.15830939788384,South East,East Midlands,,
400,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-21 10:56:00+00:00,2023-11-21 20:25:00+00:00,0,VERY SMALL,BAD,265.36918093819975,South West,North West,Amesbury,"Rochdale, unparished area"
401,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TN9 1RA,53.293393,-1.074008,51.192324,0.283126,2023-11-20 16:59:00+00:00,2023-11-21 12:37:00+00:00,1,SMALL,BAD,251.30456265545087,South East,East Midlands,"Tonbridge and Malling, unparished area",
